2018.5,42,16
2012,23,11
2014.5,30,11
2019,60,15
2016,18,8
2019,36,16
2010,45,9
2018,52,11
2014,30,14
2006,48,7
2018,37,13
2008.5,25,4
2017,37,11
